full_text,punctuation_text,normalized,hf_final,hf_score
Kmrn gue naik mrt tetap tidak menemukan mas mas mrt seperti sab huft haruskah aku cari di gunung ajahh,kmrn gue naik mrt tetap tidak menemukan mas mas mrt seperti sab huft haruskah aku cari di gunung ajahh,kemarin saya naik mrt tetap tidak menemukan mas mas mrt seperti sab huft haruskah saya cari di gunung ajahh,Negative,995.229.959.487.915
seruu banget kemarin habis berkeliling naik mrt dan tj https://t.co/y6YVPBarNR,seruu banget kemarin habis berkeliling naik mrt dan tj,seruu sekali kemarin habis berkeliling naik mrt dan tj,Positive,9.511.339.068.412.780
Sejenis busuk hati konon aku hr tapi pakai kasut sneakers/sport g kerja. Nyah aku jalan jauh takkan aku nak pakai kasut heels ketapak2 ketepek naik mrt lrt tu. Sampai opis aku ada kasut lain. Ni la bangsa melayu semua nak busuk hati benci aku,sejenis busuk hati konon aku hr tapi pakai kasut sneakers sport g kerja nyah aku jalan jauh takkan aku nak pakai kasut heels ketapak ketepek naik mrt lrt tu sampai opis aku ada kasut lain ni la bangsa melayu semua nak busuk hati benci aku,sejenis busuk hati konon saya hari tapi pakai kasut sneakers sport tidak kerja nyah saya jalan jauh takkan saya anak pakai kasut heels ketapak ketepek naik mrt lrt itu sampai opis saya ada kasut lain ini la bangsa melayu semua anak busuk hati benci saya,Negative,9.998.772.144.317.620
3) book je hotel yg walking distance to the venue HAHAHAHAHAH 4) kalau concert dkt gbk / IA / istora boleh jalan kaki pergi mrt and naik mrt,book je hotel yg walking distance to the venue hahahahahah kalau concert dkt gbk ia istora boleh jalan kaki pergi mrt and naik mrt,book je hotel yang walking distance to the venue hahahahahah kalau concert dekat gbk ia istora boleh jalan kaki pergi mrt and naik mrt,Neutral,9.709.795.713.424.680
alesan aja sih gabisa ngantor KITA NAIK TJ SM MRT BRAY HAHAHAHAHAHAH skrg udah di kantor kok,alesan aja sih gabisa ngantor kita naik tj sm mrt bray hahahahahahah skrg udah di kantor kok,alasan saja sih tidak bisa ngantor kita naik tj sama mrt bray hahahahahahah sekarang sudah di kantor kok,Negative,9.996.926.784.515.380
naik mrt ke gi https://t.co/wr5gniz54z,naik mrt ke gi,naik mrt ke lagi,Neutral,9.994.655.251.502.990
Cuba teka siapa sesat lepastu naik grab. Abang grab ni sumpah muka dia judge aku sebab sebenarnya dekat je tapi sis sesat dah tak ada masa nak cari jalan. Bayangkan dari mrt ampang park tu nak pergi intermark boleh sesat,cuba teka siapa sesat lepastu naik grab abang grab ni sumpah muka dia judge aku sebab sebenarnya dekat je tapi sis sesat dah tak ada masa nak cari jalan bayangkan dari mrt ampang park tu nak pergi intermark boleh sesat,cuba teka siapa sesat lepastu naik grab abang grab ini sumpah muka dia judge saya sebab sebenarnya dekat je tapi sis sesat sudah tidak ada masa anak cari jalan bayangkan dari mrt ampang park itu anak pergi intermark boleh sesat,Negative,9.998.096.823.692.320
today pake qris tap livin naik krl mrt udh bisa gess,today pake qris tap livin naik krl mrt udh bisa gess,today pakai qris tap livin naik krl mrt sudah bisa gess,Neutral,9.995.429.515.838.620
Hari pertama sis naik mrt setelah 2 weeks bayar parking mahal kat office. 14 station weh!,hari pertama sis naik mrt setelah weeks bayar parking mahal kat office station weh,hari pertama sis naik mrt setelah weeks bayar parking mahal kat office station weh,Positive,841.983.437.538.147
sesiapa yang naik mrt pagi pagi tolong lah peka especially depan pintu keluar/masuk PLEASE aku nak keluar pun susah because of people yang tak peka ni,sesiapa yang naik mrt pagi pagi tolong lah peka especially depan pintu keluar masuk please aku nak keluar pun susah because of people yang tak peka ni,sesiapa yang naik mrt pagi pagi tolong lah peka especially depan pintu keluar masuk please saya anak keluar pun susah because of people yang tidak peka ini,Negative,9.998.488.426.208.490
@svrxhm Don't drink and drive. Naik LRT MRT. Kalau dah tak ada jalan kaki balik.,don t drink and drive naik lrt mrt kalau dah tak ada jalan kaki balik,don t drink and drive naik lrt mrt kalau sudah tidak ada jalan kaki balik,Neutral,9.996.374.845.504.760
@cobacaritausndr bukan macetnyaa krn gue naik mrt wkwk tp muter2 &amp; ngantrinya,bukan macetnyaa krn gue naik mrt wkwk tp muter amp ngantrinya,bukan macetnyaa karena saya naik mrt wkwk tapi muter amp ngantrinya,Negative,590.960.681.438.446
@flexinthefeed Udah ini lagi di kosan adekku. Tadi pulang naik mrt,udah ini lagi di kosan adekku tadi pulang naik mrt,sudah ini lagi di kost adekku tadi pulang naik mrt,Neutral,999.545.156.955.719
Kini semakin mudah naik angkutan umum di Jabodetabek menggunakan QRIS Tap. Tim REDaksi pun turut mencobanya. Bagaimana kah implementasinya? https://t.co/UNkRlkMNqu,kini semakin mudah naik angkutan umum di jabodetabek menggunakan qris tap tim redaksi pun turut mencobanya bagaimana kah implementasinya,kini semakin mudah naik angkutan umum di jabodetabek menggunakan qris tap tim redaksi pun turut mencobanya bagaimana kah implementasinya,Positive,7.261.523.604.393.000
Mencobai Naik MRT Jakarta https://t.co/oYN42MJinm,mencobai naik mrt jakarta,mencobai naik mrt jakarta,Neutral,9.995.958.209.037.780
naik mrt lanjut nongki ke senayan park pake gojek juga mikirnya agak ribet kalau jalan kaki dari senayan mastercard/istora senayan ke hall basket jg lumayan bikin cape.,naik mrt lanjut nongki ke senayan park pake gojek juga mikirnya agak ribet kalau jalan kaki dari senayan mastercard istora senayan ke hall basket jg lumayan bikin cape,naik mrt lanjut nongki ke senayan park pakai gojek juga mikirnya agak ribet kalau jalan kaki dari senayan mastercard istora senayan ke hall basket juga lumayan bikin capai,Positive,9.995.230.436.325.070
capeeeee bgt naik mrt cape jalan bawa kendaraan macet total terbang aja kali ya,cape bgt naik mrt cape jalan bawa kendaraan macet total terbang aja kali ya,capai banget naik mrt capai jalan bawa kendaraan macet total terbang saja kali ya,Negative,9.998.636.245.727.530
Warga antusias daftar kartu gratis naik Transjakarta MRT dan LRT di CFD Bundaran HI. Program ini ditujukan bagi 15 golongan penerima manfaat. https://t.co/nVQWbDpryG,warga antusias daftar kartu gratis naik transjakarta mrt dan lrt di cfd bundaran hi program ini ditujukan bagi golongan penerima manfaat,warga antusias daftar kartu gratis naik transjakarta mrt dan lrt di cfd bundaran hi program ini ditujukan bagi golongan penerima manfaat,Positive,9.951.872.825.622.550
Tarif gr4b hemat udh balik normal lagi..... Saatnya balik naik tj dan mrt artinya harus bangun pagi dan jalan kali aaarghhh,tarif grb hemat udh balik normal lagi saatnya balik naik tj dan mrt artinya harus bangun pagi dan jalan kali argh,tarif grb hemat sudah balik normal lagi saatnya balik naik tj dan mrt artinya harus bangun pagi dan jalan kali argh,Positive,9.986.608.028.411.860
EH GILA @rendinjunjun KALO KITA LIAT INI PAS NAIK TANGGA MRT GUE YAKIN GUE GABISA JALAN LAGI KARNA LEMES,eh gila kalo kita liat ini pas naik tangga mrt gue yakin gue gabisa jalan lagi karna lemes,eh gila kalau kita liat ini pas naik tangga mrt saya yakin saya tidak bisa jalan lagi karena lemas,Negative,9.997.274.279.594.420
korang kalau i dm tanya pasal mrt/lrt reply tau I RISAU I SESAT sorry kita naik public transport weh gi kl . sebab taknak serabutkan otak dgn jalan sana kalau naik kereta https://t.co/Fmuuo0nspp,korang kalau i dm tanya pasal mrt lrt reply tau i risau i sesat sorry kita naik public transport weh gi kl sebab taknak serabutkan otak dgn jalan sana kalau naik kereta,korang kalau saya dm tanya pasal mrt lrt reply tahu saya risau saya sesat sorry kita naik public transport weh lagi kalau sebab taknak serabutkan otak dengan jalan sana kalau naik kereta,Negative,9.998.692.274.093.620
saatnya mencoba pake qris tap naik mrt dan busway awass yaa pake lemot lemot @mrtjakarta @PT_Transjakarta,saatnya mencoba pake qris tap naik mrt dan busway awass yaa pake lemot lemot,saatnya mencoba pakai qris tap naik mrt dan busway awass yaa pakai lemot lemot,Negative,9.981.328.845.024.100
@pinksview kayaknya gua mulai lirik² mereka pas 2019an deh dan sampe sekarang gua belum kesampaian nonton jujur gua nyesel banget kali ini ga nonton + kesel krn 2 hari ini gua papasan mulu sama blink yg mau nonton bahkan ni gua mau balik naik MRT isinya mayoritas blinks,kayaknya gua mulai lirik² mereka pas an deh dan sampe sekarang gua belum kesampaian nonton jujur gua nyesel banget kali ini ga nonton kesel krn hari ini gua papasan mulu sama blink yg mau nonton bahkan ni gua mau balik naik mrt isinya mayoritas blinks,kayaknya saya mulai lirik² mereka pas an deh dan sampai sekarang saya belum kesampaian nonton jujur saya menyesal sekali kali ini tidak nonton kesal karena hari ini saya papasan terus sama blink yang mau nonton bahkan ini saya mau balik naik mrt isinya mayoritas blinks,Negative,9.996.374.845.504.760
Untuk kesekian kalinya merasa lebih dimanusiakan di kampung orang drpd di kampung sendiri. Stlh surprised naik MRT di sini nggak ada pengecekan tas/barang bawaan tadi lebih kaget lagi krna hotel mewah ngasih akses underpass utk umum tanpa pemeriksaan tanpa ditanya ini itu.,untuk kesekian kalinya merasa lebih dimanusiakan di kampung orang drpd di kampung sendiri stlh surprised naik mrt di sini nggak ada pengecekan tas barang bawaan tadi lebih kaget lagi krna hotel mewah ngasih akses underpass utk umum tanpa pemeriksaan tanpa ditanya ini itu,untuk kesekian kalinya merasa lebih dimanusiakan di kampung orang daripada di kampung sendiri setelah surprised naik mrt di sini tidak ada pengecekan tas barang bawaan tadi lebih kaget lagi karena hotel mewah kasih akses underpass untuk umum tanpa pemeriksaan tanpa ditanya ini itu,Positive,9.901.608.228.683.470
Pendaftaran layanan gratis naik Transjakarta MRT dan LRT untuk 15 golongan dibuka saat CFD. Warga senang mendapat kartu gratis transum meski antre lama. https://t.co/TfcyY22KkA,pendaftaran layanan gratis naik transjakarta mrt dan lrt untuk golongan dibuka saat cfd warga senang mendapat kartu gratis transum meski antre lama,pendaftaran layanan gratis naik transjakarta mrt dan lrt untuk golongan dibuka saat cfd warga senang mendapat kartu gratis transportasi umum meski antre lama,Positive,9.985.769.987.106.320
Kemarin balik dr blekping naik mrt lanjut grab udah malam set 11 tp masih mahal aja. Efek pada offbid trus nongkrongin di gbk bubaran blekping kali ya? Itu aja dpt grab dari blakang GI ke sanaan padahal biasanya pada stand by mrt depan PI banyak deh,kemarin balik dr blekping naik mrt lanjut grab udah malam set tp masih mahal aja efek pada offbid trus nongkrongin di gbk bubaran blekping kali ya itu aja dpt grab dari blakang gi ke sanaan padahal biasanya pada stand by mrt depan pi banyak deh,kemarin balik dari blekping naik mrt lanjut grab sudah malam set tapi masih mahal saja efek pada offbid terus nongkrongin di gbk bubaran blekping kali ya itu saja dapat grab dari blakang lagi ke sanaan padahal biasanya pada stand by mrt depan pi banyak deh,Negative,9.852.806.925.773.620
skip encore biar bisa naik mrt dan akhirnya masi bisa naik mrt dg sepi dan tenang,skip encore biar bisa naik mrt dan akhirnya masi bisa naik mrt dg sepi dan tenang,skip encore biar bisa naik mrt dan akhirnya masi bisa naik mrt dengan sepi dan tenang,Negative,9.987.214.207.649.230
@nunajunghwan_ ihhh kita ketemu taaukkk ak yg pake jaket pink n td yg duluan balik naik mrt ituuu wakwkakwk,ih kita ketemu taauk ak yg pake jaket pink n td yg duluan balik naik mrt itu wakwkakwk,ih kita ketemu taauk saya yang pakai jaket pink n tadu yang duluan balik naik mrt itu wakwkakwk,Neutral,9.995.662.569.999.690
@hangoreum Oh iyaaa klo jalan kok jauh klo naik mrt nanggung tapi iyaa emang enak bgt kakk mrtnya krn dia kn cmn 1 g prlu pindah2 k monorail jg kmn2. tp mgkin krn SG emang cmn sepetak doang sih kakk kmn2 deket bs bolak balik enakk cuman g enakny hrganya sm jepang aj murahan jepang d,oh iya klo jalan kok jauh klo naik mrt nanggung tapi iyaa emang enak bgt kakk mrtnya krn dia kn cmn g prlu pindah k monorail jg kmn tp mgkin krn sg emang cmn sepetak doang sih kakk kmn deket bs bolak balik enakk cuman g enakny hrganya sm jepang aj murahan jepang d,oh iya kalau jalan kok jauh kalau naik mrt nanggung tapi iyaa memang enak banget kakk mrtnya karena dia kan hanya tidak prlu pindah k monorail juga kemana tapi mgkin karena sg memang hanya sepetak saja sih kakk kemana deket bisa bolak balik enakk hanya tidak enakny hrganya sama jepang saja murahan jepang d,Negative,9.981.642.365.455.620
ya allah chaemin naik mrt aku jg mauuuuuu ketemu yang kayak gini di mrt https://t.co/BqZYN68Xpd,ya allah chaemin naik mrt aku jg mau ketemu yang kayak gini di mrt,ya allah chaemin naik mrt saya juga mau ketemu yang kayak gini di mrt,Neutral,925.952.136.516.571
@punsrunsh naik gojek apa mrt bang?,naik gojek apa mrt bang,naik gojek apa mrt bang,Neutral,7.561.444.640.159.600
Naik lrt bermasalah naik mrt bermasalah juga. Gimana sis? @Itscacaattz,naik lrt bermasalah naik mrt bermasalah juga gimana sis,naik lrt bermasalah naik mrt bermasalah juga gimana sis,Negative,9.998.389.482.498.160
Rasa cam nak drive kereta direct ke venue instead of naik mrt,rasa cam nak drive kereta direct ke venue instead of naik mrt,rasa cam anak drive kereta direct ke venue instead of naik mrt,Positive,9.780.731.797.218.320
Dishub DKI Jakarta membuka pendaftaran layanan gratis naik TJ MRT dan LRT untuk 15 golongan hari ini di CFD Bundaran HI. Warga antusias utk mendapat kartunya meski harus antre dan menunggu 5 jam. Ada ibu2 yg antri dari jam 4 pagi Situasi bundaran HI jam 06.30'an tadi https://t.co/ufygzdWiGl,dishub dki jakarta membuka pendaftaran layanan gratis naik tj mrt dan lrt untuk golongan hari ini di cfd bundaran hi warga antusias utk mendapat kartunya meski harus antre dan menunggu jam ada ibu yg antri dari jam pagi situasi bundaran hi jam an tadi,dishub dki jakarta membuka pendaftaran layanan gratis naik tj mrt dan lrt untuk golongan hari ini di cfd bundaran hi warga antusias untuk mendapat kartunya meski harus antre dan menunggu jam ada ibu yang antri dari jam pagi situasi bundaran hi jam an tadi,Positive,9.996.750.354.766.840
Berapa Biaya Naik MRT di Singapura? Ini Rincian Tarifnya! https://t.co/dtnmnN5V7Q,berapa biaya naik mrt di singapura ini rincian tarifnya,berapa biaya naik mrt di singapura ini rincian tarifnya,Neutral,9.997.072.815.895.080
@honeyhanniestar Kmrn dong naik mrt udah kyk bubaran konser di incheon kmrn masuk stasiunnya ngantri https://t.co/bLA14Q3JfM,kmrn dong naik mrt udah kyk bubaran konser di incheon kmrn masuk stasiunnya ngantri,kemarin dong naik mrt sudah kayak bubaran konser di incheon kemarin masuk stasiunnya ngantri,Negative,9.990.230.798.721.310
ngakak banget naik mrt hampir setengahnya pake item pink,ngakak banget naik mrt hampir setengahnya pake item pink,terbahak-bahak sekali naik mrt hampir setengahnya pakai hitam pink,Negative,813.677.966.594.696
Ubah la TBS dulu. Ni kena print tiket pon kena bayar even ada qr code digital pon. Tandas teruk. Escalator ada yang tak fx. Rasa macam management tbs yang mengadu bukan penumpang pon. Suka ja naik arroline boleh stok kat one utama. Ada mrt ada mall.,ubah la tbs dulu ni kena print tiket pon kena bayar even ada qr code digital pon tandas teruk escalator ada yang tak fx rasa macam management tbs yang mengadu bukan penumpang pon suka ja naik arroline boleh stok kat one utama ada mrt ada mall,ubah la tbs dulu ini kena print tiket pon kena bayar even ada qr code digital pon tandas teruk escalator ada yang tidak fx rasa macam management tbs yang mengadu bukan penumpang pon suka ja naik arroline boleh stok kat one utama ada mrt ada mall,Negative,9.614.521.861.076.350
bingung banget di sini tuh naik grabcar sama naik bts/mrt menitnya lebih cepet naik grab tapi MACETTTTT BANGETTT dan susah dapetnya terus ujung ujungnya kaya sama aja gitu sama naik bts/mrt,bingung banget di sini tuh naik grabcar sama naik bts mrt menitnya lebih cepet naik grab tapi macet banget dan susah dapetnya terus ujung ujungnya kaya sama aja gitu sama naik bts mrt,bingung sekali di sini tuh naik grabcar sama naik bts mrt menitnya lebih cepat naik grab tapi macet sekali dan susah dapetnya terus ujung ujungnya kaya sama saja begitu sama naik bts mrt,Negative,9.997.474.551.200.860
@infearnos kermit naik mrt juga?,kermit naik mrt juga,kermit naik mrt juga,Neutral,9.995.812.773.704.520
kenapa dah tiap naik mrt dari dukuh atas selalu telat semenit anjink nanggung bet babik,kenapa dah tiap naik mrt dari dukuh atas selalu telat semenit anjink nanggung bet babik,kenapa sudah tiap naik mrt dari dukuh atas selalu telat semenit anjink nanggung bet babik,Negative,9.996.963.739.395.140
